OTU ID	ERG1A	ERG1B	ERG2A	ERG2B	ERG2C	ERG3A	ERG3B	ERG3C	ERG4A	ERG4B	ERG4C
616250ca91f7d349d4ff78a80f554b3f	67.0	48.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cd07f5e06f80e5539176033892bbafa9	116.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
94ec009c1352c4baa81009008c7ef3dd	92.0	34.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
cea2f13183c45ce323f54ad73c21b8d2	0.0	178.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
21834b24e2d5b851e6cf38b1381108e8	18.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0
2b118283cd85c47d34e3f0a60f7170eb	0.0	0.0	0.0	0.0	0.0	324.0	0.0	0.0	0.0	0.0	0.0
450fc156ffac13ec8f48dfa94d6b314c	82.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a26f16771fd68a3a8d05c26a2ddb4cf5	0.0	0.0	245.0	99.0	121.0	0.0	0.0	0.0	0.0	0.0	0.0
0c2af407ca1c75d8d4d6b8fe6aa897b8	96.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9baa4b6afab0be8286ba2be82396efa2	0.0	0.0	0.0	0.0	0.0	124.0	218.0	0.0	0.0	0.0	0.0
592b9c315c2293fca965b101fb94d403	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	71.0	1.0
975c7807c3961f8961ff7e3e25c6a663	0.0	144.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0058a43ab6b8a3ea734b85ddba3f6c3f	63.0	30.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
46ad90c4ccb536bbab6c631cc7447a45	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
2ea08dc5fbdfd8877fe78d4e679e3502	93.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ecdea26d52a331abaff9cbe30e385cde	88.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
57a6361d0d269405a335ac956c768996	84.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
62c85f3cc2710e67ff50fc74d23245b1	0.0	0.0	0.0	0.0	0.0	99.0	97.0	0.0	0.0	0.0	18.0
ae9cbd5ad0d56f57b0c56d4328abe69b	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	34.0	0.0	17.0
e7d5dccf50ac2e1abc550df3dd2b060c	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	49.0
f939606fd408a968e347c25a2e822447	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0	38.0	26.0
d21a864138de9212c87f68256a85b4ca	0.0	0.0	0.0	240.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f7d4eaabaeb9a10ffa35ad4707f22544	0.0	0.0	0.0	75.0	72.0	0.0	0.0	0.0	0.0	0.0	28.0
b6c5892ae13fddd4359512b8bb73bb70	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.0	42.0
fef4b688fdac68750f3437e3675523be	59.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d16659c4876fb47e3864555b34a42515	83.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
38b640d3be9a050f0261fe0a6a6e87b0	91.0	16.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
77dbe020ae462e66892b9edd8964686f	0.0	0.0	0.0	56.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
62dc5e3fbac84db42e516cc3b296202a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0
20d1e789cf3342e2a258db1a70fceb2e	0.0	0.0	0.0	0.0	0.0	76.0	78.0	118.0	0.0	0.0	0.0
0f7400bae736419473787b6545fdc436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	83.0	0.0	0.0
790150911a07a4f13523c03c0b3f33f4	0.0	0.0	343.0	0.0	163.0	0.0	0.0	0.0	0.0	0.0	0.0
9f2182f8179ec198b36bc1176dfa0cfa	74.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1daeaca2267b624790ace976d7ffca19	0.0	0.0	0.0	0.0	0.0	0.0	293.0	0.0	0.0	0.0	0.0
04023f6e93b1afe82c1abc100e20184e	0.0	0.0	0.0	0.0	0.0	0.0	89.0	0.0	57.0	0.0	0.0
4783fb0614ae54850d8bce72943a7451	0.0	51.0	0.0	0.0	0.0	0.0	70.0	0.0	0.0	0.0	16.0
12a8cf8519a3354be9ef388abc09d9de	0.0	145.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
102155f0b0c059326cff40724b56ed2d	0.0	0.0	0.0	194.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f96b3e80edc1d3cb3ae55f7385b96769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	233.0	0.0	0.0	0.0
ee83327687798b0b61728f84ee9db9fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0
d94ecea0d3eaf8c7c23f2f2d38a7d620	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	38.0	50.0	3.0
bd40af3ff7b1168e3254d85d8d84e885	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
26a2146edc579b51235b7634b8843efd	0.0	0.0	0.0	0.0	0.0	0.0	0.0	213.0	0.0	0.0	0.0
6723a7bb3c6a5aefd40a9bd8a5299e48	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131.0	0.0
4d7aae182ca758564c493282d90134e0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0
77911ecc3abb0704dc167848a059a826	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0
ffab5226f43c52a6c1040d2b5336ca76	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	20.0	0.0	32.0
484b327e04cfe0d819ad55284305fc82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
e6aeac18412081e727d21700b4022ae5	0.0	120.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8006e7a6a722b555e2f7d302bb88fbd8	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	57.0	0.0	0.0
50dac7cb4d1727fb79f5d56270c9fb43	0.0	0.0	0.0	0.0	248.0	0.0	0.0	0.0	0.0	0.0	0.0
61fe89057972fb851c017ab1e4cb44d5	0.0	0.0	0.0	167.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4fdfe70ce0a865cd868f535c57fcde82	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	0.0	24.0
585c3a9a8ede1af6c92e1054e5fdc376	77.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68d867644cf2cbe07f1482d3db8aea81	0.0	0.0	0.0	0.0	0.0	116.0	130.0	0.0	0.0	0.0	0.0
ad20dc2a4b1345f68b55fbba52f5218d	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
61f1a06be83e846f6da88e8e426e30d0	45.0	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c538b7f59a79f342a4a2b552f8ad2df7	68.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
52a591da3bdcc5c2e5e0587b0ff30ac5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0	60.0	3.0
363e1ad593a6e2f3750b4020961a4b89	0.0	0.0	0.0	157.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
56c511606b726a1439a7151a133fdf32	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0
5d4d525abc24189c8c23318459f48823	0.0	0.0	726.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
a516fdf752f3e0d5f1917d1bb3230ce7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.0	0.0	29.0
dd7ba184e837681e630e3907dd62c812	0.0	0.0	0.0	158.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
69cfd4b9445272132f662b8c90768211	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0
46db73181195407c7aba5a9510e3eb01	0.0	0.0	0.0	0.0	0.0	204.0	0.0	0.0	0.0	0.0	0.0
efe4f077642a4f47c148281029301f05	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	0.0	0.0
ef6667c4d04703368a1a394b432efe24	0.0	0.0	0.0	0.0	209.0	0.0	0.0	0.0	0.0	0.0	0.0
d46c59012f26743632dc4b58404d7aef	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	53.0	0.0	0.0
fadb050f564bd2326ec938eb0a14f746	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9706dd25ab2556aa582fd6c5b36a17bc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
27f2b71f39e897b30b88b4bf26a478a5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.0
80867bfa64e743be6b48baedd44367e6	0.0	0.0	0.0	0.0	0.0	197.0	0.0	0.0	0.0	0.0	0.0
c3bb148f66c90bb5da7d336aec0ba683	0.0	108.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68100f827242897e41baf07ec263458a	0.0	0.0	0.0	173.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1b9b1786724c1ed359b20a1e6f12b880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.0
2c407050c9a15fb43e244421914507b5	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
9e6888f50d51b9453e2733fb5b8ab230	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
ed3a0e0eae582fadf6d09dd71d1e387b	0.0	0.0	0.0	0.0	0.0	0.0	224.0	0.0	0.0	0.0	0.0
25569f907087e51dfee1381c1fd77d2a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0
0106622bf5a1f36af802299e7c9ecc2b	0.0	102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
8634ad4e2fcd1e49ab1321acdcfd2329	0.0	0.0	0.0	79.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0
bb5f8f9aae1e2919b4c8d78288771db7	0.0	95.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4fd244787a145066aa5529e407ea7472	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0
9f17effb2496ef75e087edf5a9548b45	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
4c1f0bd67c3652222f63168cb05cc8e1	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
413c668337318c2181ce714c61415a0e	0.0	94.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f3d5dda831af503e59b8844727721016	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
4423b9ffda6905ce88565082d819d21b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
c1ac7d8bc43a6291a8e8f2cc49a072c7	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	34.0
30dcf2b0c3f30c3feafc3e5a3f6fa718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	90.0	0.0
4b287c949031ad118b46c8a7a73bc0fc	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.0	0.0	31.0
e081f450c015a846a19838a9722269ce	0.0	0.0	0.0	0.0	0.0	0.0	0.0	156.0	0.0	0.0	0.0
5f74201f74612aedcb99eabbad27167d	0.0	0.0	0.0	68.0	74.0	0.0	0.0	0.0	0.0	0.0	0.0
5565d7e3aaf84cd547c1ff17f6d23a1f	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0
6b5e0195b45258eca0c840a142d21a6a	55.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
804746be879703ff6a6f4b92fb11772b	0.0	0.0	0.0	134.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d2ca67aadc2dcf9074fd095c4506f309	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
548dc43baed54f92b2963fa7a2d26ff2	31.0	0.0	0.0	0.0	0.0	0.0	58.0	0.0	0.0	0.0	0.0
da15dcca9e1cc567d0093b8cd34800f2	0.0	0.0	0.0	0.0	0.0	64.0	46.0	49.0	0.0	0.0	0.0
142b725b3aeca3200a37ed4f9aef473f	0.0	0.0	0.0	0.0	0.0	0.0	178.0	0.0	0.0	0.0	0.0
b82f3c9c419e5574d5db99a8e3667894	54.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
852b5fe496fcbc4da6c55fa8823904be	0.0	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0
b7b5e0596d34c8867c92bbbd4665e9a1	17.0	72.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
458c7632134aa1b7272bf82484e5f838	0.0	0.0	0.0	0.0	161.0	0.0	0.0	0.0	0.0	0.0	0.0
95e89dd239c92671a94d0043ccf97913	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0	0.0	18.0
f6c040bb58fcf31496730fefa7e530f2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0
9c022bdab0033a2c6e2f91634dc808c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.0
c702423ac8b2f9e3e6db1bf2207c0350	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0
6914d95c7d8afecbe15026a7e8a3a474	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
68c4ac84585290b497d3f51730e9b03d	0.0	87.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
f67a19515156376e858120f652dec1ee	0.0	0.0	0.0	72.0	62.0	0.0	0.0	0.0	0.0	0.0	0.0
65a695b69df8c4661cbcbe208a4b91d0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0
c613e8c794c6bdcf6c68a8a58703b8c5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.0
8f36ad451007f80f6281929d962c8dc3	0.0	80.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
815b1a3b195fcd0d8fc7317d9ee8002b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.0	0.0	0.0
a572b3724dc33e631903724edc8ecdc8	44.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
aae0817e1a79e4d96e93824cb4816c77	0.0	0.0	0.0	0.0	152.0	0.0	0.0	0.0	0.0	0.0	0.0
2e49334a311caf7517e8f950a71da8d4	42.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
0bcd89bb0635b950f7fde3ba987f4487	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	28.0
0f216670c35f93958427d619e044ce22	36.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
19d60c99cc91c05b018c90e71ef58181	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	43.0	0.0	0.0
3713eea6c09c0b367671a98639c00741	0.0	0.0	0.0	106.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d0f97b572230db8d0c7ee10f9050b4f4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	40.0	0.0	0.0
8a73c1e405bcea610e9bc5ac774b0d45	43.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
50d858af0e4b756987a4cb9caa128d3a	0.0	0.0	0.0	0.0	0.0	124.0	0.0	0.0	0.0	0.0	0.0
04da2ea2c4d052f318f67f57f1943e8f	47.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
64233952108d2b6b0d8e7fc9a7158633	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	0.0
dc008a0754a1c3d19c71a8d2565b2281	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.0
353ce3b3f86f0e919365d3729de06411	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0
0fcfd995100518bbf3056b3c3963e8c6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	82.0	0.0
cf0453ccad8c671462790f0f03b8af4e	24.0	0.0	0.0	0.0	49.0	0.0	0.0	0.0	0.0	0.0	0.0
778d5e169929a0db073f73fa6d49ff53	0.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
c7c4017c62be53893e995f534b5d8808	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
3e8c40324032945a28ac0d136362fcbd	0.0	0.0	0.0	0.0	0.0	116.0	0.0	0.0	0.0	0.0	0.0
f49b21e8030062195123454c14c3de1a	0.0	0.0	0.0	0.0	0.0	0.0	0.0	109.0	0.0	0.0	0.0
e41f7abec6bcda10dbfbe692d2e45107	0.0	0.0	0.0	0.0	117.0	0.0	0.0	0.0	0.0	0.0	0.0
9ab2a963d375b1a34c32e999785c5f9b	0.0	0.0	0.0	0.0	0.0	112.0	0.0	0.0	0.0	0.0	0.0
43583f4b91118348fddb11f2afe2a7b5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.0
2ed5740c4465cd7cff3d0f14a80b24f6	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0
04ba72a18d7abaa6cc6f65831d48075d	0.0	0.0	0.0	0.0	0.0	127.0	0.0	0.0	0.0	0.0	0.0
3ea3f811a277e7a34082ee85e8766993	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	64.0	0.0
c48e85b71713c8a35dc7947a2a71b93c	28.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
fd93b26ed2e0c642d5430a2d91d70175	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.0	0.0	0.0
59531492bde5b3524e6a281dee778c33	0.0	0.0	0.0	0.0	0.0	0.0	0.0	113.0	0.0	0.0	0.0
492a1f7e2dd3924c1025d3babf456536	0.0	66.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
d65504ced574250f477b1fc317b1d707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	108.0	0.0	0.0	0.0
4cb7b09c6c0c14bd30e745935d5366c2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	65.0	0.0
4ad90beb91ae6831a68fff9ba010f226	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.0
f5abb1c5de2bd42cd8c72d0e3e5aeb28	0.0	0.0	0.0	0.0	0.0	111.0	0.0	0.0	0.0	0.0	0.0
2a3fe32f18b77e40110c64995048ce4b	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	35.0	0.0	0.0
12e27616a96ac477b20bb4a5b5746511	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.0
b78eb6029779dae6b0d8ce22664cd538	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29.0	0.0	0.0
8cb5de406d0560101b68f7b369d6ceb5	32.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
